Corporation,Card,PlayerGames,AvgEloChange
PhoboLog,Peroxide Power,283,-0.6113074204947
Inventrix,Subterranean Reservoir,363,-0.611570247933884
Inventrix,Trees,376,-0.611702127659574
Teractor,Fish,391,-0.61381074168798
Robinson Industries,Underground Detonations,290,-0.617241379310345
Helion,Large Convoy,338,-0.618343195266272
Teractor,Imported Nitrogen,449,-0.619153674832962
Valley Trust,Standard Technology,533,-0.621013133208255
Helion,Lightning Harvest,351,-0.621082621082621
Teractor,Plantation,425,-0.621176470588235
Inventrix,Investment Loan,370,-0.624324324324324
Robinson Industries,Farming,261,-0.624521072796935
Cheung Shing Mars,Asteroid Mining,381,-0.624671916010499
Tharsis Republic,Symbiotic Fungus,437,-0.624713958810069
PhoboLog,Insects,273,-0.626373626373626
Robinson Industries,Shuttles,309,-0.627831715210356
Inventrix,Solar Power,326,-0.628834355828221
Inventrix,Nitrogen-Rich Asteroid,402,-0.629353233830846
ThorGate,Olympus Conference,138,-0.630434782608696
ThorGate,Interstellar Colony Ship,141,-0.631205673758865
Teractor,Equatorial Magnetizer,369,-0.631436314363144
ThorGate,Business Network,139,-0.633093525179856
Helion,Mangrove,342,-0.634502923976608
Inventrix,Toll Station,355,-0.636619718309859
Valley Trust,Callisto Penal Mines,475,-0.637894736842105
Teractor,Eos Chasma National Park,399,-0.641604010025063
United Nations Mars Initiative,Energy Tapping,173,-0.641618497109827
Mining Guild,Protected Habitats,416,-0.641826923076923
Vitor,Aerobraked Ammonia Asteroid,467,-0.642398286937901
Inventrix,Big Asteroid,334,-0.643712574850299
Vitor,Ice cap Melting,433,-0.644341801385681
ThorGate,Asteroid Mining Consortium,144,-0.645833333333333
Robinson Industries,Steelworks,267,-0.647940074906367
PhoboLog,Asteroid Mining Consortium,333,-0.648648648648649
Helion,Steelworks,325,-0.652307692307692
Helion,Aquifer Pumping,328,-0.652439024390244
ThorGate,Kelp Farming,167,-0.652694610778443
Inventrix,Lunar Beam,340,-0.652941176470588
Robinson Industries,Industrial Center,317,-0.652996845425868
ThorGate,Insulation,156,-0.653846153846154
Robinson Industries,Insects,320,-0.65625
Robinson Industries,Predators,326,-0.656441717791411
Cheung Shing Mars,Advanced Ecosystems,428,-0.656542056074766
Helion,Great Escarpment Consortium,338,-0.659763313609467
ThorGate,Ice cap Melting,160,-0.6625
Robinson Industries,Imported GHG,294,-0.663265306122449
Teractor,Rad-Chem Factory,407,-0.663390663390663
Helion,Water Import From Europa,327,-0.663608562691132
ThorGate,Subterranean Reservoir,128,-0.6640625
Inventrix,Pets,350,-0.665714285714286
ThorGate,Mining Rights,138,-0.666666666666667
Tharsis Republic,Lagrange Observatory,468,-0.668803418803419
Cheung Shing Mars,Great Dam,436,-0.669724770642202
Inventrix,Land Claim,357,-0.672268907563025
Valley Trust,Caretaker Contract,525,-0.676190476190476
Robinson Industries,Artificial Lake,282,-0.680851063829787
United Nations Mars Initiative,Earth Catapult,133,-0.684210526315789
Inventrix,Robotic Workforce,361,-0.684210526315789
Mining Guild,Dust Seals,431,-0.68445475638051
Inventrix,Great Escarpment Consortium,331,-0.685800604229607
PhoboLog,Imported GHG,287,-0.686411149825784
PhoboLog,Trees,262,-0.687022900763359
Helion,Small Animals,333,-0.690690690690691
Teractor,Special Design,408,-0.691176470588235
Inventrix,Steelworks,366,-0.691256830601093
Helion,Phobos Space Haven,318,-0.691823899371069
Robinson Industries,Herbivores,286,-0.692307692307692
Helion,Import of Advanced GHG,388,-0.693298969072165
PhoboLog,Herbivores,249,-0.694779116465863
Robinson Industries,Miranda Resort,289,-0.695501730103806
Inventrix,Giant Space Mirror,335,-0.695522388059701
Helion,Tropical Resort,322,-0.695652173913043
Helion,Ore Processor,360,-0.697222222222222
Tharsis Republic,Water Import From Europa,417,-0.697841726618705
Tharsis Republic,Fusion Power,425,-0.698823529411765
ThorGate,Adapted Lichen,153,-0.699346405228758
PhoboLog,Special Design,299,-0.702341137123746
Inventrix,Mangrove,351,-0.703703703703704
Inventrix,Nitrophilic Moss,414,-0.705314009661836
Helion,Anti-Gravity Technology,323,-0.705882352941177
Tharsis Republic,Rad-Chem Factory,420,-0.707142857142857
Tharsis Republic,Martian Survey,359,-0.707520891364902
PhoboLog,Strip Mine,284,-0.707746478873239
PhoboLog,Lichen,256,-0.7109375
PhoboLog,Mass Converter,254,-0.71259842519685
Helion,Trees,314,-0.713375796178344
Tharsis Republic,Release of Inert Gases,423,-0.713947990543735
Teractor,Interstellar Colony Ship,426,-0.71830985915493
Inventrix,Magnetic Field Dome,346,-0.719653179190751
United Nations Mars Initiative,Indentured Workers,182,-0.71978021978022
Helion,Mineral Deposit,315,-0.723809523809524
Teractor,Ants,413,-0.723970944309927
PhoboLog,Lunar Beam,272,-0.724264705882353
Tharsis Republic,Physics Complex,457,-0.726477024070022
CrediCor,Magnetic Field Generators,565,-0.727433628318584
Inventrix,Security Fleet,361,-0.728531855955679
Robinson Industries,CEO's Favourite Project,289,-0.730103806228374
Tharsis Republic,Steelworks,454,-0.731277533039648
Inventrix,Comet,302,-0.731788079470199
Inventrix,Beam From a Thorium Asteroid,317,-0.73186119873817
ThorGate,Invention Contest,150,-0.733333333333333
Robinson Industries,Great Dam,308,-0.733766233766234
Inventrix,Decomposers,391,-0.734015345268542
CrediCor,Nuclear Power,529,-0.735349716446125
Robinson Industries,Io Mining Industries,276,-0.735507246376812
Inventrix,Zeppelins,349,-0.736389684813754
ThorGate,Algae,130,-0.738461538461539
Teractor,SF Memorial,337,-0.738872403560831
United Nations Mars Initiative,Cartel,184,-0.739130434782609
PhoboLog,Titanium Mine,315,-0.73968253968254
Helion,Worms,324,-0.740740740740741
PhoboLog,Rad-Suits,266,-0.74812030075188
United Nations Mars Initiative,Urbanized Area,188,-0.75
Helion,Underground Detonations,328,-0.753048780487805
Helion,Imported GHG,377,-0.753315649867374
Helion,Big Asteroid,334,-0.754491017964072
Helion,Physics Complex,335,-0.755223880597015
Inventrix,Artificial Photosynthesis,323,-0.755417956656347
PhoboLog,Immigration Shuttles,347,-0.757925072046109
Inventrix,Asteroid Mining,296,-0.760135135135135
Inventrix,Lichen,388,-0.760309278350515
Inventrix,Martian Rails,357,-0.761904761904762
United Nations Mars Initiative,Mining Rights,147,-0.761904761904762
Robinson Industries,Regolith Eaters,286,-0.762237762237762
Helion,Greenhouses,363,-0.763085399449036
PhoboLog,Eos Chasma National Park,266,-0.763157894736842
Inventrix,Invention Contest,336,-0.764880952380952
Tharsis Republic,Rover Construction,423,-0.765957446808511
Helion,Livestock,326,-0.766871165644172
United Nations Mars Initiative,Mars University,125,-0.768
United Nations Mars Initiative,Soletta,220,-0.768181818181818
United Nations Mars Initiative,Mangrove,229,-0.768558951965066
Inventrix,Breathing Filters,326,-0.769938650306748
Helion,Bribed Committee,311,-0.771704180064309
PhoboLog,Sponsors,261,-0.773946360153257
Inventrix,Asteroid Mining Consortium,332,-0.774096385542169
Helion,Power Infrastructure,354,-0.779661016949153
Valley Trust,Towing a Comet,497,-0.780684104627767
Inventrix,Business Network,315,-0.784126984126984
PhoboLog,Ironworks,269,-0.784386617100372
Helion,Medical Lab,294,-0.785714285714286
Helion,Io Mining Industries,296,-0.793918918918919
ThorGate,Martian Rails,136,-0.794117647058823
Robinson Industries,Water Import From Europa,307,-0.794788273615635
Inventrix,Underground Detonations,406,-0.795566502463054
ThorGate,Ice Asteroid,157,-0.796178343949045
Teractor,Magnetic Field Generators,393,-0.796437659033079
ThorGate,Lava Tube Settlement,133,-0.796992481203007
ThorGate,Greenhouses,168,-0.797619047619048
Inventrix,Cloud Seeding,356,-0.797752808988764
Inventrix,House Printing,312,-0.801282051282051
Robinson Industries,Mangrove,312,-0.80448717948718
Vitor,Solar Power,492,-0.804878048780488
ThorGate,Power Grid,200,-0.805
PhoboLog,Nitrite Reducing Bacteria,264,-0.806818181818182
Robinson Industries,Ganymede Colony,306,-0.80718954248366
PhoboLog,Cloud Seeding,276,-0.807971014492754
Robinson Industries,Gene Repair,292,-0.808219178082192
ThorGate,Soil Factory,136,-0.808823529411765
Helion,Urbanized Area,320,-0.809375
Helion,Grass,322,-0.81055900621118
PhoboLog,Ganymede Colony,312,-0.810897435897436
PhoboLog,Biomass Combustors,275,-0.810909090909091
Helion,Solar Wind Power,302,-0.811258278145695
Helion,Noctis City,303,-0.811881188118812
Helion,Farming,325,-0.812307692307692
Robinson Industries,Magnetic Field Generators,320,-0.8125
United Nations Mars Initiative,Subterranean Reservoir,199,-0.814070351758794
Robinson Industries,Trans-Neptune Probe,274,-0.817518248175182
PhoboLog,Magnetic Field Generators,293,-0.819112627986348
Helion,Sabotage,327,-0.819571865443425
Inventrix,Moss,390,-0.82051282051282
Inventrix,Inventors' Guild,363,-0.820936639118457
Inventrix,Protected Habitats,364,-0.821428571428571
Valley Trust,Soletta,445,-0.82247191011236
Robinson Industries,Windmills,312,-0.823717948717949
United Nations Mars Initiative,Deimos Down,171,-0.824561403508772
Robinson Industries,Virus,264,-0.825757575757576
PhoboLog,Kelp Farming,264,-0.829545454545455
Inventrix,Wave Power,365,-0.83013698630137
Helion,Power Plant,325,-0.830769230769231
Robinson Industries,Permafrost extraction,314,-0.831210191082803
Inventrix,Space Mirrors,362,-0.831491712707182
ThorGate,Trans-Neptune Probe,137,-0.832116788321168
ThorGate,Strip Mine,252,-0.833333333333333
Robinson Industries,Martian Survey,284,-0.834507042253521
PhoboLog,Hackers,284,-0.834507042253521
Inventrix,Great Dam,377,-0.835543766578249
PhoboLog,Virus,276,-0.83695652173913
PhoboLog,Urbanized Area,252,-0.837301587301587
Helion,Asteroid Mining,283,-0.837455830388693
Inventrix,Archaebacteria,388,-0.837628865979381
ThorGate,Titanium Mine,143,-0.839160839160839
Inventrix,Asteroid,349,-0.839541547277937
Helion,Rad-Suits,310,-0.841935483870968
ThorGate,Micro-Mills,165,-0.842424242424242
Helion,Lake Marineris,351,-0.843304843304843
PhoboLog,Convoy From Europa,320,-0.84375
United Nations Mars Initiative,Media Group,167,-0.844311377245509
PhoboLog,Psychrophiles,207,-0.845410628019324
Robinson Industries,Special Design,325,-0.846153846153846
United Nations Mars Initiative,Gene Repair,170,-0.847058823529412
Inventrix,Commercial District,311,-0.84887459807074
PhoboLog,Invention Contest,266,-0.849624060150376
Helion,Satellites,340,-0.85
Teractor,Farming,403,-0.851116625310174
Inventrix,Equatorial Magnetizer,338,-0.85207100591716
ThorGate,Sabotage,149,-0.852348993288591
Robinson Industries,GHG Producing Bacteria,285,-0.852631578947368
ThorGate,Towing a Comet,143,-0.853146853146853
United Nations Mars Initiative,Building Industries,144,-0.854166666666667
Helion,Geothermal Power,347,-0.855907780979827
ThorGate,Heather,146,-0.856164383561644
Helion,Shuttles,315,-0.857142857142857
ThorGate,Predators,148,-0.858108108108108
Helion,Wave Power,329,-0.860182370820669
Inventrix,Rad-Suits,324,-0.861111111111111
ThorGate,Hired Raiders,137,-0.861313868613139
PhoboLog,Gene Repair,278,-0.863309352517986
PhoboLog,GHG Factories,236,-0.864406779661017
PhoboLog,Fusion Power,260,-0.865384615384615
Helion,Regolith Eaters,330,-0.866666666666667
Teractor,Urbanized Area,375,-0.866666666666667
Helion,Moss,303,-0.871287128712871
Helion,Permafrost extraction,306,-0.872549019607843
United Nations Mars Initiative,Ants,167,-0.874251497005988
Robinson Industries,Noctis City,287,-0.874564459930314
Robinson Industries,Asteroid,311,-0.87459807073955
ThorGate,Energy Tapping,192,-0.875
Robinson Industries,Geothermal Power,290,-0.875862068965517
PhoboLog,Soletta,419,-0.875894988066826
Helion,Solar Power,332,-0.876506024096386
Helion,Dust Seals,319,-0.877742946708464
Helion,Immigration Shuttles,311,-0.877813504823151
Inventrix,Methane From Titan,380,-0.878947368421053
Cheung Shing Mars,Toll Station,401,-0.882793017456359
Tharsis Republic,Wave Power,495,-0.882828282828283
ThorGate,Wave Power,171,-0.883040935672515
Helion,Callisto Penal Mines,312,-0.884615384615385
Inventrix,Large Convoy,352,-0.886363636363636
Robinson Industries,Research Coordination,291,-0.88659793814433
Teractor,Cloud Seeding,398,-0.886934673366834
Robinson Industries,Peroxide Power,301,-0.887043189368771
United Nations Mars Initiative,Kelp Farming,195,-0.887179487179487
Helion,Fusion Power,320,-0.8875
PhoboLog,Asteroid,313,-0.888178913738019
Robinson Industries,Nitrite Reducing Bacteria,331,-0.88821752265861
PhoboLog,Adapted Lichen,260,-0.888461538461538
Helion,Corporate Stronghold,328,-0.893292682926829
PhoboLog,Rad-Chem Factory,264,-0.893939393939394
ThorGate,Land Claim,156,-0.897435897435897
PhoboLog,Large Convoy,322,-0.897515527950311
PhoboLog,Imported Nitrogen,283,-0.901060070671378
PhoboLog,Solar Wind Power,301,-0.903654485049834
Inventrix,Industrial Microbes,345,-0.904347826086957
Teractor,Protected Habitats,405,-0.906172839506173
Inventrix,Caretaker Contract,363,-0.909090909090909
United Nations Mars Initiative,Electro Catapult,133,-0.909774436090226
PhoboLog,Investment Loan,255,-0.909803921568627
PhoboLog,Sabotage,267,-0.910112359550562
Inventrix,Worms,350,-0.911428571428571
Helion,Heat Trappers,319,-0.912225705329154
PhoboLog,Greenhouses,253,-0.91304347826087
Inventrix,Fusion Power,335,-0.913432835820896
Robinson Industries,Vesta Shipyard,289,-0.913494809688581
Inventrix,Geothermal Power,315,-0.914285714285714
Robinson Industries,Moss,292,-0.914383561643836
Teractor,GHG Factories,416,-0.918269230769231
ThorGate,Nitrophilic Moss,150,-0.92
Inventrix,Dust Seals,354,-0.92090395480226
PhoboLog,Earth Office,279,-0.921146953405018
ThorGate,Building Industries,203,-0.921182266009852
PhoboLog,Medical Lab,243,-0.921810699588477
ThorGate,Terraforming Ganymede,168,-0.922619047619048
Inventrix,Plantation,377,-0.923076923076923
ThorGate,Quantum Extractor,184,-0.923913043478261
Inventrix,Aquifer Pumping,346,-0.92485549132948
CrediCor,Martian Survey,455,-0.925274725274725
Helion,Imported Hydrogen,335,-0.928358208955224
PhoboLog,Noctis City,252,-0.928571428571429
PhoboLog,Big Asteroid,370,-0.92972972972973
United Nations Mars Initiative,Hired Raiders,143,-0.93006993006993
PhoboLog,Permafrost extraction,272,-0.930147058823529
Helion,Breathing Filters,316,-0.930379746835443
ThorGate,Commercial District,187,-0.93048128342246
ThorGate,Black Polar Dust,133,-0.932330827067669
Helion,Interstellar Colony Ship,356,-0.932584269662921
ThorGate,Physics Complex,156,-0.935897435897436
Helion,Tardigrades,324,-0.938271604938272
Inventrix,Power Infrastructure,343,-0.938775510204082
ThorGate,Fueled Generators,167,-0.940119760479042
Helion,Bushes,318,-0.940251572327044
Inventrix,Magnetic Field Generators,369,-0.940379403794038
Helion,Hired Raiders,334,-0.94311377245509
PhoboLog,Power Supply Consortium,270,-0.948148148148148
Robinson Industries,Open City,311,-0.948553054662379
Helion,Space Hotels,257,-0.949416342412451
ThorGate,Underground Detonations,146,-0.952054794520548
PhoboLog,Natural Preserve,252,-0.952380952380952
Helion,Birds,362,-0.955801104972376
Inventrix,Phobos Space Haven,351,-0.957264957264957
ThorGate,Rad-Chem Factory,165,-0.957575757575758
Tharsis Republic,Towing a Comet,428,-0.960280373831776
Helion,Equatorial Magnetizer,338,-0.961538461538462
Helion,Water Splitting Plant,337,-0.964391691394659
Helion,Sponsors,312,-0.96474358974359
PhoboLog,Immigrant City,261,-0.96551724137931
PhoboLog,Plantation,272,-0.966911764705882
United Nations Mars Initiative,Designed Microorganisms,153,-0.967320261437909
United Nations Mars Initiative,Research Outpost,126,-0.968253968253968
ThorGate,Rover Construction,164,-0.969512195121951
Helion,Tectonic Stress Power,312,-0.971153846153846
Teractor,Immigrant City,436,-0.972477064220184
ThorGate,Release of Inert Gases,149,-0.973154362416107
Inventrix,Power Plant,358,-0.974860335195531
PhoboLog,Building Industries,261,-0.977011494252874
Tharsis Republic,Breathing Filters,484,-0.977272727272727
Robinson Industries,Cloud Seeding,313,-0.977635782747604
Helion,Lagrange Observatory,334,-0.979041916167665
Helion,Asteroid Mining Consortium,284,-0.982394366197183
Helion,Black Polar Dust,423,-0.983451536643026
Robinson Industries,Lightning Harvest,312,-0.983974358974359
Helion,Viral Enhancers,342,-0.985380116959064
PhoboLog,Towing a Comet,312,-0.987179487179487
PhoboLog,Food Factory,265,-0.988679245283019
Helion,Tundra Farming,310,-0.990322580645161
Inventrix,Mineral Deposit,341,-0.991202346041056
PhoboLog,CEO's Favourite Project,277,-0.992779783393502
Helion,Miranda Resort,302,-0.993377483443709
Inventrix,Greenhouses,353,-0.994334277620397
Inventrix,Vesta Shipyard,349,-0.997134670487106
Inventrix,Ironworks,397,-0.997481108312343
ThorGate,Geothermal Power,218,-1
PhoboLog,Fish,267,-1
PhoboLog,Bushes,247,-1
PhoboLog,Research Coordination,215,-1
PhoboLog,Ecological Zone,278,-1.00359712230216
PhoboLog,Media Group,251,-1.00398406374502
ThorGate,Tectonic Stress Power,167,-1.0059880239521
Helion,Imported Nitrogen,326,-1.00613496932515
Helion,Energy Saving,333,-1.00900900900901
ThorGate,Flooding,140,-1.01428571428571
Helion,Adapted Lichen,346,-1.01445086705202
PhoboLog,Advanced Ecosystems,265,-1.01509433962264
Helion,Asteroid,352,-1.01704545454545
Inventrix,Windmills,369,-1.0189701897019
PhoboLog,Flooding,257,-1.01945525291829
ThorGate,Great Escarpment Consortium,151,-1.01986754966887
ThorGate,Standard Technology,150,-1.02
Inventrix,Ice cap Melting,349,-1.02005730659026
PhoboLog,Insulation,279,-1.02150537634409
Robinson Industries,Capital,303,-1.02640264026403
ThorGate,CEO's Favourite Project,148,-1.02702702702703
PhoboLog,Mangrove,258,-1.02713178294574
PhoboLog,Wave Power,259,-1.03088803088803
United Nations Mars Initiative,Import of Advanced GHG,152,-1.03289473684211
Robinson Industries,Adapted Lichen,268,-1.03358208955224
ThorGate,Mass Converter,184,-1.03804347826087
Teractor,Pets,514,-1.03891050583658
ThorGate,Comet,151,-1.03973509933775
Inventrix,Rad-Chem Factory,346,-1.04046242774566
Inventrix,Regolith Eaters,346,-1.04046242774566
ThorGate,Biomass Combustors,166,-1.0421686746988
PhoboLog,Callisto Penal Mines,352,-1.04261363636364
Inventrix,Symbiotic Fungus,368,-1.04347826086957
PhoboLog,Anti-Gravity Technology,273,-1.04395604395604
ThorGate,Fusion Power,220,-1.04545454545455
Helion,Methane From Titan,330,-1.04848484848485
Helion,Cupola City,309,-1.04854368932039
ThorGate,Research,139,-1.05035971223022
Inventrix,Media Archives,359,-1.05292479108635
Inventrix,Fuel Factory,350,-1.05428571428571
PhoboLog,Tectonic Stress Power,263,-1.05703422053232
Helion,Noctis Farming,356,-1.05898876404494
Helion,Soil Factory,321,-1.05919003115265
Helion,Toll Station,352,-1.0625
ThorGate,Grass,157,-1.06369426751592
ThorGate,Protected Valley,124,-1.06451612903226
Helion,Flooding,322,-1.06521739130435
PhoboLog,Energy Saving,278,-1.06834532374101
Inventrix,Viral Enhancers,367,-1.07356948228883
United Nations Mars Initiative,Toll Station,161,-1.07453416149068
ThorGate,Space Hotels,106,-1.07547169811321
PhoboLog,Dust Seals,255,-1.07843137254902
ThorGate,Ants,150,-1.08
Helion,Artificial Lake,321,-1.08722741433022
PhoboLog,Carbonate Processing,285,-1.08771929824561
ThorGate,Deimos Down,140,-1.09285714285714
PhoboLog,Heather,268,-1.09328358208955
PhoboLog,Local Heat Trapping,257,-1.09338521400778
ThorGate,Tundra Farming,158,-1.09493670886076
United Nations Mars Initiative,Robotic Workforce,188,-1.09574468085106
Inventrix,Flooding,360,-1.09722222222222
PhoboLog,Toll Station,287,-1.09756097560976
United Nations Mars Initiative,Quantum Extractor,162,-1.09876543209877
United Nations Mars Initiative,Ice Asteroid,217,-1.10138248847926
Helion,CEO's Favourite Project,311,-1.10289389067524
Robinson Industries,Security Fleet,301,-1.10299003322259
Helion,Technology Demonstration,300,-1.10333333333333
PhoboLog,GHG Producing Bacteria,289,-1.1038062283737
Helion,Nitrite Reducing Bacteria,365,-1.11232876712329
Helion,Power Grid,300,-1.11666666666667
United Nations Mars Initiative,Adaptation Technology,175,-1.12
Inventrix,Grass,337,-1.12462908011869
Inventrix,Algae,392,-1.125
PhoboLog,Corporate Stronghold,272,-1.125
PhoboLog,Trans-Neptune Probe,279,-1.12544802867384
PhoboLog,Equatorial Magnetizer,289,-1.1280276816609
Robinson Industries,Bushes,281,-1.12811387900356
Inventrix,Convoy From Europa,343,-1.12827988338192
Inventrix,Urbanized Area,386,-1.12953367875648
Helion,Predators,304,-1.13157894736842
Helion,Lava Flows,287,-1.13240418118467
United Nations Mars Initiative,Carbonate Processing,180,-1.13333333333333
ThorGate,Tardigrades,157,-1.13375796178344
Inventrix,Water Import From Europa,363,-1.13498622589532
United Nations Mars Initiative,Great Escarpment Consortium,160,-1.1375
PhoboLog,Nuclear Power,260,-1.14230769230769
ThorGate,Investment Loan,147,-1.14285714285714
Inventrix,Nuclear Power,338,-1.14497041420118
Helion,Great Dam,324,-1.14814814814815
Inventrix,Permafrost extraction,350,-1.14857142857143
PhoboLog,Comet,354,-1.14971751412429
ThorGate,Natural Preserve,145,-1.15172413793103
PhoboLog,Power Plant,256,-1.15234375
ThorGate,Research Coordination,131,-1.15267175572519
Teractor,Cupola City,401,-1.1571072319202
Inventrix,Tropical Resort,350,-1.15714285714286
Robinson Industries,Towing a Comet,271,-1.15867158671587
Helion,Martian Rails,324,-1.16049382716049
ThorGate,Special Design,143,-1.16083916083916
Helion,House Printing,266,-1.16165413533835
PhoboLog,Industrial Center,283,-1.16254416961131
United Nations Mars Initiative,Towing a Comet,208,-1.16346153846154
PhoboLog,Mineral Deposit,279,-1.16487455197133
Helion,Business Contacts,315,-1.16507936507937
Robinson Industries,Subterranean Reservoir,311,-1.16720257234727
Helion,Subterranean Reservoir,333,-1.16816816816817
PhoboLog,Extreme-Cold Fungus,267,-1.1685393258427
United Nations Mars Initiative,Bribed Committee,230,-1.1695652173913
United Nations Mars Initiative,Imported Hydrogen,171,-1.16959064327485
Inventrix,Release of Inert Gases,334,-1.17065868263473
Helion,Ganymede Colony,295,-1.1728813559322
Robinson Industries,Ironworks,303,-1.17491749174917
Inventrix,Peroxide Power,343,-1.17492711370262
Helion,Aerobraked Ammonia Asteroid,376,-1.17553191489362
ThorGate,Permafrost extraction,142,-1.17605633802817
Robinson Industries,Imported Nitrogen,318,-1.17610062893082
Inventrix,Cupola City,327,-1.17737003058104
Robinson Industries,Mining Expedition,319,-1.17868338557994
PhoboLog,Grass,266,-1.18045112781955
PhoboLog,Capital,282,-1.18085106382979
ThorGate,Io Mining Industries,137,-1.18248175182482
PhoboLog,Magnetic Field Dome,250,-1.184
PhoboLog,Interstellar Colony Ship,277,-1.1841155234657
ThorGate,Cloud Seeding,154,-1.18831168831169
PhoboLog,Heat Trappers,264,-1.19318181818182
ThorGate,Arctic Algae,180,-1.19444444444444
PhoboLog,Land Claim,276,-1.19565217391304
PhoboLog,Martian Survey,235,-1.19574468085106
Helion,Space Mirrors,331,-1.1963746223565
Helion,Ice Asteroid,344,-1.20348837209302
PhoboLog,Bribed Committee,233,-1.20600858369099
United Nations Mars Initiative,Restricted Area,125,-1.208
Helion,Fueled Generators,349,-1.20916905444126
Inventrix,Mining Expedition,394,-1.21065989847716
Inventrix,Soletta,307,-1.21498371335505
Robinson Industries,Soletta,264,-1.21590909090909
Robinson Industries,Power Supply Consortium,281,-1.21708185053381
United Nations Mars Initiative,Decomposers,169,-1.2189349112426
Inventrix,Adapted Lichen,355,-1.21971830985915
ThorGate,Asteroid Mining,141,-1.21985815602837
Inventrix,Import of Advanced GHG,309,-1.22006472491909
PhoboLog,Imported Hydrogen,266,-1.2218045112782
Inventrix,Hackers,351,-1.22792022792023
Inventrix,Insulation,377,-1.23076923076923
ThorGate,Search For Life,155,-1.23225806451613
Helion,Business Network,327,-1.23241590214067
PhoboLog,Cartel,256,-1.234375
ThorGate,Convoy From Europa,127,-1.23622047244094
PhoboLog,Nitrophilic Moss,275,-1.23636363636364
ThorGate,Shuttles,160,-1.2375
Inventrix,GHG Factories,353,-1.23796033994334
PhoboLog,Solar Power,280,-1.23928571428571
ThorGate,Optimal Aerobraking,116,-1.24137931034483
Helion,Carbonate Processing,425,-1.24235294117647
ThorGate,Business Contacts,147,-1.24489795918367
United Nations Mars Initiative,Nitrogen-Rich Asteroid,151,-1.24503311258278
Robinson Industries,Water Splitting Plant,309,-1.24595469255663
PhoboLog,Symbiotic Fungus,280,-1.24642857142857
PhoboLog,Worms,287,-1.24738675958188
Helion,Local Heat Trapping,351,-1.24786324786325
ThorGate,Local Heat Trapping,161,-1.24844720496894
Inventrix,Bushes,390,-1.24871794871795
Inventrix,Rover Construction,369,-1.24932249322493
Helion,Lava Tube Settlement,280,-1.25
PhoboLog,Cupola City,231,-1.25108225108225
PhoboLog,Windmills,272,-1.25367647058824
Inventrix,Imported Nitrogen,317,-1.25552050473186
PhoboLog,Business Network,261,-1.25670498084291
United Nations Mars Initiative,Rad-Chem Factory,183,-1.2568306010929
United Nations Mars Initiative,Tardigrades,159,-1.25786163522013
Inventrix,Callisto Penal Mines,314,-1.25796178343949
Inventrix,Colonizer Training Camp,310,-1.25806451612903
Inventrix,Protected Valley,339,-1.25958702064897
Robinson Industries,Rover Construction,263,-1.26235741444867
PhoboLog,Media Archives,263,-1.26235741444867
United Nations Mars Initiative,Ore Processor,197,-1.26395939086294
ThorGate,Power Plant,170,-1.26470588235294
ThorGate,Birds,151,-1.26490066225166
Helion,Biomass Combustors,319,-1.26645768025078
PhoboLog,Power Grid,311,-1.26688102893891
PhoboLog,Methane From Titan,320,-1.26875
Inventrix,Fueled Generators,338,-1.26923076923077
Helion,Trans-Neptune Probe,307,-1.27035830618892
PhoboLog,Micro-Mills,269,-1.27137546468401
United Nations Mars Initiative,Great Dam,161,-1.27329192546584
Helion,Standard Technology,289,-1.27335640138408
United Nations Mars Initiative,Hackers,160,-1.275
United Nations Mars Initiative,Greenhouses,178,-1.2752808988764
Inventrix,Towing a Comet,325,-1.27692307692308
United Nations Mars Initiative,Earth Office,162,-1.27777777777778
Helion,Advanced Ecosystems,370,-1.27837837837838
United Nations Mars Initiative,Nuclear Zone,236,-1.27966101694915
PhoboLog,Lake Marineris,282,-1.28014184397163
Inventrix,Soil Factory,327,-1.28134556574924
Inventrix,Immigrant City,323,-1.29102167182663
PhoboLog,Open City,279,-1.29390681003584
Inventrix,Carbonate Processing,342,-1.2953216374269
United Nations Mars Initiative,Lagrange Observatory,162,-1.2962962962963
Helion,Space Station,323,-1.29721362229102
Inventrix,Heat Trappers,320,-1.3
PhoboLog,Import of Advanced GHG,285,-1.30175438596491
PhoboLog,Terraforming Ganymede,317,-1.30283911671924
PhoboLog,Security Fleet,276,-1.30434782608696
PhoboLog,Ore Processor,282,-1.30496453900709
United Nations Mars Initiative,Natural Preserve,146,-1.30821917808219
Helion,Plantation,330,-1.30909090909091
PhoboLog,Lava Tube Settlement,232,-1.31034482758621
United Nations Mars Initiative,Black Polar Dust,175,-1.31428571428571
United Nations Mars Initiative,Colonizer Training Camp,180,-1.31666666666667
Inventrix,Lake Marineris,378,-1.32010582010582
Helion,Magnetic Field Dome,359,-1.32033426183844
PhoboLog,Business Contacts,249,-1.32128514056225
ThorGate,Livestock,158,-1.32278481012658
Inventrix,Titanium Mine,317,-1.32492113564669
Helion,Nitrophilic Moss,349,-1.32664756446991
PhoboLog,Predators,268,-1.32835820895522
ThorGate,Bribed Committee,134,-1.32835820895522
Inventrix,Open City,378,-1.33068783068783
ThorGate,Aquifer Pumping,145,-1.33103448275862
United Nations Mars Initiative,Pets,151,-1.33112582781457
Robinson Industries,Symbiotic Fungus,304,-1.33552631578947
PhoboLog,Caretaker Contract,300,-1.33666666666667
